JLPTレベル,Question,Answers,Comment
N4,"<h2>〜ようにしている</h2>健康のためにできるだけ毎日運動する<strong>ようにしています</strong>。
健康のためにタバコは吸わない<strong>ようにしています。</strong>
毎日１１時には寝る<strong>ようにしています</strong>。
朝ごはんはきちんと食べる<strong>ようにしています</strong>。
今、一人暮らしをしていますが、毎日、野菜を食べる<strong>ようにしています</strong>。
すみません、お酒は飲まない<strong>ようにしているんです</strong>。
毎日１０分はシャドーイングの練習をする<strong>ようにしています</strong>。
就職してからは、毎日新聞を読む<strong>ようにしています</strong>。
授業で習ったことは、家に帰ってからすぐに復習する<strong>ようにしています</strong>。
１週間に１回、国の家族に連絡する<strong>ようにしています。</strong>
メッセージをもらったら、できるだけ早く返す<strong>ようにしています</strong>。
１日１回は彼女にメッセージを送る<strong>ようにしています。</strong>
私は１日に１回は妻に""I love you""と言う<strong>ようにしています。</strong>
電車では空いていても、座らない<strong>ようにしています。</strong>
習った言葉は、できるだけその日に使う<strong>ようにしています。</strong>",,"<h2>〜ようにしている</h2><strong>[意味]</strong>
習慣的にしていることをいう表現
<strong>[接続]</strong>
V（辞書形 / ナイ形）+ ようにしている
<strong>[JLPTレベル]</strong>
N4
<strong>[備考]</strong>
"
N4,"<h2>〜ようにする</h2>体がことが心配になって来たので、しばらくタバコは吸わない<strong>ようにします</strong>。
医者：健康のために野菜もしっかり食べてください。<br>患者：わかりました。じゃあ、今日から毎日野菜を食べる<strong>ようにします</strong>。
A：このまま痩せなければ、入院することになりますよ！<br>B：じゃあ、明日から毎朝１０分ジョギングする<strong>ようにします</strong>。<br>B：それから、スナックやカロリーの高いものは食べない<strong>ようにします</strong>。
A：トムさんは今日も遅刻ですよ！いつになったら時間通りに来れるんですか？<br>B：すみません、明日からは絶対に遅刻しない<strong>ようにします</strong>。
A：もっとナチュラルな日本語を話したいなら、毎日シャドーイングの練習をしてみたらどうですか？<br>B：じゃあ、今日から毎日朝と夜にシャドーイングの練習をする<strong>ようにします</strong>。",,"<h2>〜ようにする</h2><strong>[意味]</strong>
〜ように 努力する/ 頑張って〜する<br>話し手が意識的に頑張って〜すると決めて、それを述べる時に使う。
<strong>[接続]</strong>
V（辞書形）+ ようにする<br>V（ない形）+ ようにする
<strong>[JLPTレベル]</strong>
N4
<strong>[備考]</strong>
"
N4,"<h2>〜ようになる / 〜なくなる</h2>最近、納豆が食べられる<strong>ようになりました</strong>。
うちの子は一人で自転車に乗れる<strong>ようになりました</strong>。
日本語で書かれた小説が読める<strong>ようになりました</strong>。
日本に来た時は全然、映画の日本語が聞き取れませんでしたが、今では少し聞き取れる<strong>ようになりました</strong>。
１年前は全然漢字が書けなかったけど、今はたくさん書ける<strong>ようになりました</strong>。
以前よりも給料がだいぶ増えたので、一人で暮らしていける<strong>ようになりました</strong>。
出張がキャンセルになったので、今夜の飲み会に参加できる<strong>ようになりました</strong>。
学校を卒業してからは、もう英語を勉強していないので、話せな<strong>くなりました</strong>。
子供の時はよく外で遊びましたが、大人になってからは遊ば<strong>なくなりました</strong>。
友達と大げんかして以来、一度も話さ<strong>なくなりました</strong>。
子供の頃、よく家族と旅行したのに、今はあまりし<strong>なくなりました</strong>。
インフルエンザになって、学校に行け<strong>なくなりました。</strong>
交通事故で怪我をして、私は歩け<strong>なくなりました</strong>。
年をとったせいで、小さな文字が見え<strong>なくなってきました</strong>。
終電を逃して、帰れ<strong>なくなりました</strong>。",,"<h2>〜ようになる / 〜なくなる</h2><strong>[意味]</strong>
<div>以前は〜じゃないが、今は〜である。<br>状況や能力の変化を表す。<br><br></div><div><strong>●誤用例<br>最近、運動不足なので、太るようになりました。<br><br>「太る」はその動詞自体に「変化」を持っているため、その場合には「ようになる」を基本的に使えないです<br></strong></div>
<strong>[接続]</strong>
V（辞書形）+ ようになる<br>V（ない形）なくなる
<strong>[JLPTレベル]</strong>
N4
<strong>[備考]</strong>
"
N4,"<h2>〜予定だ</h2>明日は友達とモールへ行く<strong>予定です</strong>。
夏休みは国へ帰る<strong>予定です</strong>。
大学を卒業したら、国へ帰る<strong>予定です</strong>。
僕たちは来年、結婚する<strong>予定です</strong>。
来週、家族が日本へ来る<strong>予定です</strong>。
来年から１年、世界一周する<strong>予定です</strong>。
明日は朝９時の飛行機に乗る<strong>予定です</strong>。
次のテストは１２月５日の<strong>予定です</strong>。
冬休みは２週間の<strong>予定です</strong>。
飛行機は１時間後に東京に着く<strong>予定です</strong>。
午後からは大阪へ出張の<strong>予定です</strong>。
来月から、他の部署へ異動の<strong>予定です</strong>。
３時から、取引先とミーティングの<strong>予定です</strong>。
",,"<h2>〜予定だ</h2><strong>[意味]</strong>
<div>〜するつもりだ<br><br></div><div>すでに決まったスケジュールを言うときに使われる。<strong>話し手の意志が含まれていないことにも使える。</strong></div>
<strong>[接続]</strong>
V（辞書形） + 予定だ<br>N + の予定だ
<strong>[JLPTレベル]</strong>
N4
<strong>[備考]</strong>
"
N4,"<h2>〜らしい</h2>あのレストランのハンバーグはとっても美味しい<strong>らしい</strong>よ。
キムさんによると、トムさんは最近、日本人の彼女ができた<strong>らしい</strong>。
トムさんは大学を卒業したら、国へ帰る<strong>らしい</strong>よ。
木村さん、来月で会社を辞める<strong>らしい</strong>よ。やっぱり仕事が辛かったのかな。
来月、RADWIMPSの新曲が出る<strong>らしい</strong>よ。
日本には他の国では見られない、少し変わった祭りがある<strong>らしい</strong>。
最近、仕事大変<strong>らしい</strong>ね。大丈夫？
新しい先生は英語、中国語、韓国語がペラペラ<strong>らしい</strong>よ。
週末、学校でパーティーがある<strong>らしい</strong>けど、キムさんは参加するの？
A：どうしてあそこに人が集まっているんだろう。<br>B：どうやらバイクと車の事故があった<strong>らしい</strong>ですよ。",,"<h2>〜らしい</h2><strong>[意味]</strong>
たぶん〜だ / 〜だそうだ<br>見たり聞いたりした情報から判断して「たぶん〜だ」と述べる推量表現。
<strong>[接続]</strong>
V（普通形）＋らしい<br>イA（普通形）＋らしい<br>ナA（普通形）＋らしい　※ナAだ&nbsp;+ らしい<br>N（普通形）+ らしい&nbsp; ※Nだ&nbsp;+ らしい
<strong>[JLPTレベル]</strong>
N4
<strong>[備考]</strong>
"
N4,"<h2>Nらしい</h2>子供は子供<strong>らしく</strong>、外で遊んだいいがいい。
今日は夏<strong>らしい</strong>日だ。
今日は少し暖かく、春<strong>らしい</strong>天気となるでしょう。
私は今まで、病気<strong>らしい</strong>病気をしたことがありません。
田中さんは本当に男<strong>らしい</strong>ですね。
この絵はいかにも鈴木さん<strong>らしい</strong>絵ですね。
だんだん秋<strong>らしい</strong>景色になってきましたね。
遊んでばかりいないで、もっと学生<strong>らしく</strong>勉強しなさい。
この会社にいても自分<strong>らしく</strong>働くことは難しいから、自分の会社を作ろうを思っている。
彼はまだ入社１年目なのに、毎日、新入社員<strong>らしく</strong>ない格好で会社へ来ている。
約束の時間の５分前には着いてるなんて、日本人<strong>らしい</strong>ね。僕の国だったら、たいてい３０分は遅れるよ。",,"<h2>Nらしい</h2><strong>[意味]</strong>
「そのものの典型的な性質を持っている」ということを表す表現。
<strong>[接続]</strong>
N + らしい<br>N + らしく
<strong>[JLPTレベル]</strong>
N4
<strong>[備考]</strong>
"
N4<br>※N4では意味①のみ扱う。,"<h2>〜出す</h2>あ〜、ポテトチップスって食べ<strong>出す</strong>とどうして止まらないんだろう。
突然、雨が降り<strong>出して</strong>、びしょ濡れになった
友達の赤ん坊は私の顔を見ると、突然泣き<strong>出した</strong>。
犯人は警察に気づきどこかに向かって走り<strong>出した</strong>。
みんな揃っていないのに、ジョンさんが突然、食べ<strong>出して</strong>その場は変な空気になった。
フィリピンでコンビニへ行った時、レジの人が突然歌い<strong>出して</strong>びっくりしました。
急に男の子が飛び<strong>出して</strong>きて、危うくひきそうになりました。
ATMからお金を引き<strong>出しました</strong>。
男はカバンから銃を取り<strong>出した</strong>。
彼の目から涙が溢れ<strong>出した</strong>。
素晴らしいアイデアを生み<strong>出す</strong>には素晴らしい環境が必要だと思います。
今年入った新入社員がバンバン新製品のアイデアを生み<strong>出している</strong>。
この会社は毎年、画期的な商品を作り<strong>出している</strong>。
",,"<h2>〜出す</h2><strong>[意味]</strong>
① 動作の開始を表す。<br>② 中や隠れたところから外へ移動することを表す。<br>③ 存在しなかったものを新たに作ったり出現させることを表す（創出・創造）。
<strong>[接続]</strong>
V（ます形）ます&nbsp;+ 出す
<strong>[JLPTレベル]</strong>
N4<br>※N4では意味①のみ扱う。
<strong>[備考]</strong>
<strong>[①の意味を表す場合に、よく一緒に使われる単語]</strong><br>突然、急に、いきなり"
N3,"<h2>〜にかけても</h2>命<strong>にかけても</strong>、彼女を守ります。
我が社の名誉<strong>にかけても</strong>、このプロジェクトは成功させる必要がある。
我がチームの誇り<strong>にかけて</strong>、今日の試合には絶対に負けられない。
警視庁の威信<strong>にかけても</strong>、必ず犯人を逮捕してみせる。
我が社の信用<strong>にかけて</strong>、責任をもって対応させていただきます。",,"<h2>〜にかけても</h2><strong>[意味]</strong>
""〜にかかわるとしても""<br>「もし失敗したら〜を失う覚悟ができている」という話し手の強い態度を表す。
<strong>[接続]</strong>
N + にかけても<br>Nには「命、名誉、誇り」など価値の高いものが来る。
<strong>[JLPTレベル]</strong>
N3
<strong>[備考]</strong>
①「賭ける」という言葉から来ている<br>②「〜かけても」の「も」は省略することができる。"
N3,"<h2>〜合う</h2><div>困った時は助け<strong>合いましょう</strong>。</div>
隣の人と相談し<strong>合って</strong>答えを考えてください。
問題が起きたときは、どうすべきかみんなで話し<strong>合いましょう</strong>。
僕たちは愛し<strong>合っています</strong>。
テストの結果が返ってきて、点数を見せ<strong>合った</strong>。
二人はいつも競い<strong>合っている</strong>。
",,"<h2>〜合う</h2><strong>[意味]</strong>
お互いに〜する
<strong>[接続]</strong>
V（ます形）ます&nbsp;+ 合う
<strong>[JLPTレベル]</strong>
N3
<strong>[備考]</strong>
"
N3,"<h2>いくら〜ても / どんなに〜ても</h2><strong>いくら</strong><strong>頼まれても</strong>お金は貸しませんよ。
彼に<strong>いくら注意しても</strong>、言うことを聞かないので困っている。
先生、<strong>いくら考えても</strong>この問題の答えがわからないんです。教えていただけませんか。
<strong>いくら待っても</strong>彼女は来なかった。
僕は<strong>いくら食べても</strong>太らない体質なんです。
<strong>いくら勉強しても</strong>日本語が上手にならないんですが、どうすればいいでしょうか。
最近、<strong>いくら寝ても</strong>眠いんだけど、どうしてだろう。
<strong>どんなに謝られても</strong>、あなたのやったことは許しません。
<strong>どんなに辛くても</strong>、僕は泣かないよ！",,"<h2>いくら〜ても / どんなに〜ても</h2><strong>[意味]</strong>
数量や程度がどのようになっても、影響しないことを表す。
<strong>[接続]</strong>
V（テ形）+ も<br>イAくて + も<br>ナAで + も<br>Nで + も
<strong>[JLPTレベル]</strong>
N3
<strong>[備考]</strong>
"
N3,"<h2>〜、一方だ</h2>全然勉強していないので、成績は下がる<strong>一方だ</strong>。
日本に来る外国人旅行者の数は増える<strong>一方だ</strong>。
<div>水不足により、野菜の値段は上がる<strong>一方だ</strong>。</div>
全然運動していないため、体力は衰える<strong>一方だ</strong>。
年々自殺者数が増える<strong>一方で</strong>、何かしらの対策が求められる。
増税により、生活は苦しくなる<strong>一方だ</strong>。
ガンの進行により、状況は悪くなる<strong>一方だ</strong>。
広告を出しているのに、お客さんは減る<strong>一方だ</strong>。
不景気で、株価は下がる<strong>一方だ</strong>。
いらなくなった物でも、捨てられない性格なので、家にゴミがたまる<strong>一方だ</strong>。
日本の人口はここままだと減少する<strong>一方だ</strong>と思います。
インターネットの普及によって、オンラインで物を買う人が増え、店舗の売り上げは減る<strong>一方だ</strong>。
中国やアメリカの勢いにより、今後の日本のテクノロジーは衰退<strong>の一方</strong>だと思います。
",,"<h2>〜、一方だ</h2><strong>[意味]</strong>
ますます～していく
<strong>[接続]</strong>
V（辞書形）&nbsp;+&nbsp;一方だ<br>Nの + 一方だ
<strong>[JLPTレベル]</strong>
N3
<strong>[備考]</strong>
"
N3,"<h2>〜上（に）</h2>最近の携帯は使い方が機能がたくさんある<strong>上に</strong>、カメラの性能も良いからとても便利だ。
このアニメは迫力がある<strong>上に</strong>泣けるシーンがたくさんあっておすすめだよ。
豊洲の海鮮は安い<strong>上に</strong>新鮮だ。
この会社は待遇が悪い<strong>上に</strong>仕事の量も多いから３年以内に転職する人が多い。
田中さんは頭がいい<strong>上に</strong>、おもしろいから女性にモテる。
ユニクロは安い<strong>上に</strong>質もよく多くの人から愛されているブランドだ。
この国ではトイレが汚い<strong>上に</strong>トイレットペーパーがないから最悪だ。
電気で動く車は静かな<strong>上に</strong>環境に優しいので、注目されつつある。",,"<h2>〜上（に）</h2><strong>[意味]</strong>
～に加えて / それに
<strong>[接続]</strong>
<strong>普通形 + 上に<br></strong>・V（普）+上に<br>・イA（普） + 上に<br>・ナAな + 上に<br>・ナAである + 上に<br>・Nの + 上に<br>・Nである + 上に
<strong>[JLPTレベル]</strong>
N3
<strong>[備考]</strong>
「上に」の前が良いことの場合、「上に」の後ろも良いことが来る。逆に「上に」の前が悪いことの場合、「上に」の後ろも悪いことが来る。"
N3,"<h2>〜うちに</h2>ジョンさんが大阪にいる<strong>うちに</strong>、USJに行こう。
雨が降らない<strong>うちに</strong>、帰りましょう。
母が出かけている<strong>うちに</strong>、こっそり冷蔵庫のケーキを食べてしまった。
忘れない<strong>うちに</strong>、大切なことはメモしておきます。
若い<strong>うちに</strong>、色々なことにチャレンジしておいたほうがいいよ。
どうぞ、温かい<strong>うちに</strong>召し上がってください。
天気がいい<strong>うちに</strong>、買い物を済ませてしまいましょう。
明るい<strong>うちに</strong>、帰りましょう。
祖父母が元気な<strong>うちに</strong>、たくさん思い出を作りたいね。
桜が綺麗な<strong>うちに</strong>、たくさん写真をとってしまいましょう。
独身の<strong>うちに</strong>、たくさん遊んでおきたい。
今の<strong>うちに</strong>、やりたいことをやっておかなくちゃ後悔するよ。
学生の<strong>うちに</strong>、やっておいたほうがいいって何かありますか。
",,"<h2>〜うちに</h2><strong>[意味]</strong>
〜という状況になる前に
<strong>[接続]</strong>
V (辞書形 / ている形 / ない形) + うちに<br>イA + うちに<br>ナAな + うちに<br>Nの + うちに
<strong>[JLPTレベル]</strong>
N3
<strong>[備考]</strong>
"
N3,"<h2>〜うちに</h2>何度も口に出して練習している<strong>うちに</strong>、上手に話せるようになりました。
会わない<strong>うちに</strong>、ずいぶん大人っぽくなりましたね。
知らない<strong>うちに</strong>、山田さんは会社を辞めていた。
気がつかない<strong>うちに</strong>、雨が降っていた。
テレビを見ている<strong>うちに</strong>、寝てしまった。
毎日会っている<strong>うちに</strong>、だんだん彼のことが気になってきた。
",,"<h2>〜うちに</h2><strong>[意味]</strong>
〜している間に
<strong>[接続]</strong>
V（辞書形 / ている形 /ない形）+ うちに
<strong>[JLPTレベル]</strong>
N3
<strong>[備考]</strong>
"
N3,"<h2>〜おかげで</h2>薬を飲んだ<strong>おかげで</strong>、すっかり元気になりました。
毎日、日本人の友達と話した<strong>おかげで</strong>、日本語が上手になりました。
一生懸命勉強した<strong>おかげで</strong>、いい会社に就職することができました。
シートベルトをしていた<strong>おかげで</strong>、一命を取りとめました。
友達の<strong>おかげで</strong>、私は今の彼女と出会うことができました。
歴史のゲームの<strong>おかげで</strong>、日本の歴史に詳しくなりました。
先生の<strong>おかげで</strong>JLPT N3に合格できました。
たばことお酒をやめた<strong>おかげで</strong>、体調がよくなった。
みんなが手伝ってくれた<strong>おかげで</strong>早く作業が終わったよ。本当にありがとう。
彼女の<strong>おかげで</strong>、僕は毎日幸せだ。
毎日、日本のニュースを見たり新聞を読んだ<strong>おかげで</strong>、ビジネスの言葉がわかるようになった。
タイ旅行はタイ人の友達が案内してくれた<strong>おかげで</strong>、とても楽しめました。
君がミスしてくれた<strong>おかげで</strong>、全部やり直しだよ。
赤ん坊夜中に泣き出した<strong>おかげで</strong>、全然寝れなかったよ。
部長が突然飲み会に参加することになった<strong>おかげで</strong>、つまらなくなったよ。",,"<h2>〜おかげで</h2><strong>[意味]</strong>
<div>〜が原因で<br><br></div><div>基本的に<strong>良い結果になった原因を言う時に使う</strong>。<br>悪い結果に使うこともできるが、皮肉となる。</div>
<strong>[接続]</strong>
V（普通形） + おかげで<br>イA（普通形）+おかげで<br>ナAな + おかげで<br>Nの + おかげで
<strong>[JLPTレベル]</strong>
N3
<strong>[備考]</strong>
"
N3,"<h2>〜おきに</h2>この薬は、６時間<strong>おきに</strong>１錠飲んでください。
関西国際空港行きのバスは１５分<strong>おきに</strong>出ます。
入社１年目の社員には、２ヶ月<strong>おきに</strong>部署を異動してもらい、色々な仕事を経験してもらうようにしています。
コンサート会場の周りには、100メートル<strong>おきに</strong>警備員が警備を行っています。
駅周辺には、５０メートル<strong>おきに</strong>コンビニがある。",,"<h2>〜おきに</h2><strong>[意味]</strong>
〜間隔で / 〜の間を置いて
<strong>[接続]</strong>
N + おきに<br>※Nには数量を表す言葉が来る
<strong>[JLPTレベル]</strong>
N3
<strong>[備考]</strong>
"
N3,"<h2>おそれがある</h2>このまま赤字が続けば、この会社は倒産する<strong>おそれがある</strong>。
今夜あたり、大型の台風が関東地方に上陸する<strong>おそれがあります</strong>。
消費税は将来もっと高くなる<strong>おそれがある</strong>。
不景気なので、大学を卒業しても就職できない<strong>おそれがある</strong>。
明日には関東地方に台風が上陸する<strong>おそれがある</strong>。
タバコをたくさん吸うと、癌になる<strong>おそれがある</strong>。
早く治療しないと、手遅れになる<strong>おそれがあります</strong>。
このまま手術せず、放置すると悪化する<strong>おそれがある</strong>と医者に言われました。
犯人に気づかれる<strong>おそれがある</strong>ので、できるだけ少人数で尾行しましょう。
国外へ逃亡される<strong>おそれがあるので</strong>、空港の警備を強化してください。
この国で夜に外を出歩くのは犯罪に巻き込まれる<strong>おそれがあるので</strong>、できるだけホテルにいてください。
この鳥は絶滅の<strong>おそれがある</strong>と言われている鳥です。
先ほど大きな地震がありました。津波の<strong>おそれがあります</strong>。注意してください。
明日は大雨により、洪水の<strong>おそれがあります</strong>ので、注意してください。
今夜から明日にかけて、大雨の<strong>おそれがあります</strong>。",,"<h2>おそれがある</h2><strong>[意味]</strong>
""〜という心配がある / 〜に可能性がある""<br><strong>悪いことが起こる</strong>かもしれないと言いたい時に使われる表現。少し硬い表現でニュースや通知などに使われることが多い。
<strong>[接続]</strong>
V（普通形） + おそれがある<br>Nの + おそれがある
<strong>[JLPTレベル]</strong>
N3
<strong>[備考]</strong>
話し手の恐怖、心配の気持ちが含まれる。"
N3,"<h2>お〜だ</h2>どのようなお部屋を<strong>お探しですか</strong>。
貸出カード（図書カード）を<strong>お持ちですか</strong>。
部長、○○商事の木村様が<strong>お見えです</strong>。
ロビーで木村様が<strong>お待ちです</strong>。",,"<h2>お〜だ</h2><strong>[意味]</strong>
「〜ていらっしゃる」の簡潔な言い方
<strong>[接続]</strong>
お+ V（ます形）ます+ だ
<strong>[JLPTレベル]</strong>
N3
<strong>[備考]</strong>
"
N3,"<h2>〜がきっかけで / 〜をきっかけに</h2><div>インターネットで日本人の友達ができたこと<strong>がきっかけで</strong>日本語を勉強するようになった。</div>
アニメ<strong>がきっかけで</strong>日本語の文化に興味を持った。
アニメ<strong>をきっかけに</strong>日本語に興味を持つ学生が多い。
友達に紹介されたこと<strong>がきっかけで</strong>、僕は彼女と付き合い、結婚することになった。
洋楽<strong>をきっかけに</strong>、私は英語を勉強するようになった。
ブログを見たこと<strong>をきっかけに</strong>、私は日本へ行きたいと思うようになった。
錦織圭のプレイを見たこと<strong>がきっかけで</strong>、私もテニスを始めるようになった。
海外旅行<strong>がきっかけで</strong>、世界一周に興味を持った。
結婚<strong>をきっかけに</strong>、新しい家を買った。
国際交流が<strong>きっかけで</strong>日本語教師の仕事に興味を持った。
海外出張が<strong>きっかけで</strong>、英会話教室に通うようになりました。
友達に誘われて見にいったライブ<strong>が</strong><strong>きっかけで</strong>、ギターに興味を持った。
パソコンを買ってもらったこと<strong>がきっかけで</strong>、プログラミングの勉強を始めました。
僕たちは共通の友達が開いた飲み会<strong>がきっかけで</strong>出会って、結婚しました。
",,"<h2>〜がきっかけで / 〜をきっかけに</h2><strong>[意味]</strong>
〜の行動が動機になって / それをするようになったのは〜があったからだ。
<strong>[接続]</strong>
V（タ形）+ ことがきっかけで<br>N + がきっかけで / をきっかけにして
<strong>[JLPTレベル]</strong>
N3
<strong>[備考]</strong>
"
N3,"<h2>〜かける / 〜かけの</h2>テーブルの上に飲み<strong>かけの</strong>コーヒーがおかれている。
息子はやり<strong>かけの</strong>宿題をおいて、遊びに出かけてしまった。
壊れ<strong>かけの</strong>radio」は徳永英明の名曲だ。
下痢が治り<strong>かけていた</strong>のに、何か変な物を食べたのか、またお腹が痛くなってきた。
母は夕食を作り<strong>かけて</strong>、今ドラマに夢中だ。
書き<strong>かけの</strong>レポートを今日中に仕上げるつもりだ。
このきゅうり、ちょっと柔らかいし、変わった臭いがするし、腐り<strong>かけている</strong>よ。
４月に入って、桜が徐々に散り<strong>かけている</strong>。
スマホに夢中で、前の人にぶつかり<strong>かけた</strong>。
足がつって、溺れ<strong>かけた</strong>。
地震で家が崩壊し、死に<strong>かけた</strong>が、なんとか一命を取り留めた。
お店でコーヒーカップを見ているときに、手が滑って、商品を落とし<strong>かけた</strong>。
雨で床が濡れていたせいで、滑って転び<strong>かけた</strong>。
トムさんは何か言い<strong>かけた</strong>が、そのまま黙ってしまった。
もうダメだと諦め<strong>かけた</strong>時、空が白い光に包まれた。",,"<h2>〜かける / 〜かけの</h2><strong>[意味]</strong>
<div>① 途中まで～して、まだ～し終わらない<br>② 〜しそうになる。<br><br></div><div>継続動詞と接続すると①の途中までの状態であることを表す。<br>瞬間動詞と接続すると②の直前を表す意味。</div>
<strong>[接続]</strong>
V（ます形）ます&nbsp;+&nbsp;かける<br>V（ます形）ます&nbsp;+&nbsp;かけのN
<strong>[JLPTレベル]</strong>
N3
<strong>[備考]</strong>
"
N3,"<h2>〜がち</h2>田中さん、最近休み<strong>がち</strong>だけど何かあったのかな。
大学を卒業すると、当時の友達とは疎遠になり<strong>がち</strong>だ。
一人暮らしの男性の食事は栄養がかたより<strong>がち</strong>なので、しっかりバランスの良い食事をするようにしましょう。
外食が多いと、野菜が不足し<strong>がち</strong>だ。
最近、仕事でミスばかりしていたせいで何事にも慎重になり<strong>がち</strong>だ。
最近、メールの返信を忘れ<strong>がち</strong>で、上司からよく怒られる。
トムさんは約束を忘れ<strong>がち</strong>で、みんな困っている。
社会人になってから、車で通勤しているので、運動不足になり<strong>がち</strong>だ。
助詞の間違いは、特に初級者にはあり<strong>がち</strong>なことだ。
娘は病気<strong>がち</strong>で、よく学校を休みます。
日本人は私の国の人に比べると遠慮し<strong>がち</strong>な人が多い。
仕事が忙しいと、彼女へLINEの返事も忘れ<strong>がち</strong>になる。
マークさんはクールだと思われ<strong>がち</strong>だけど、実はそんなことないよ。
息子さんのそのような態度は思春には見られ<strong>がち</strong>なので、あまり気にすることはないですよ。
",,"<h2>〜がち</h2><strong>[意味]</strong>
<div>よく～になる / ～状態になることが多い / ～する回数が多いといった意味を表す。</div><div><strong>良くない意味で使われる。</strong></div>
<strong>[接続]</strong>
V（ます形）ます&nbsp;+ がち<br>N + がち
<strong>[JLPTレベル]</strong>
N3
<strong>[備考]</strong>
"
N3,"<h2>〜かな / 〜かなあ</h2>あと、３０分でコンサートが始まっちゃう。電車が遅れてるし、間に合う<strong>かなあ</strong>。
一応、習った単語や漢字を復習したつもりだけど、明日のテスト大丈夫<strong>かなあ</strong>。
A：少し雲が出てきたね。<br>B：そうだね。あとで雨が降る<strong>かなあ</strong>。
A：見て！このオムライス２,０００円だって。<br>B：えっ！美味しいの<strong>かなあ</strong>。
A：トムさん遅いね。<br>B：そうだね。LINEしても返事がないし、何かあったの<strong>かなあ</strong>。
A：田中くん、悪いんだけど明日までにプレゼンの資料を用意してくれる<strong>かな</strong>。<br>B：はい、かしこまりました。
A：（WBを指して）これ、消してもいい<strong>かな</strong>。<br>B：はい。
A：わぁ、美味しそう。一口食べてみてもいい<strong>かな</strong>。<br>B：うん、どうぞ。",,"<h2>〜かな / 〜かなあ</h2><strong>[意味]</strong>
①疑問の気持ちを表す<br>②依頼したり、許可を求めるときに使う
<strong>[接続]</strong>
普通形 + かな（あ）
<strong>[JLPTレベル]</strong>
N3
<strong>[備考]</strong>
"
N3,"<h2>〜から〜にかけて</h2>今晩<strong>から</strong>明日<strong>にかけて</strong>、蒸し暑い天気となるでしょう。
夕方<strong>から</strong>明日の朝<strong>にかけて</strong>大雨となるでしょう。
毎朝７時<strong>から</strong>８時<strong>にかけて</strong>、バスが込む
土曜日の夕方<strong>から</strong>日曜日の朝<strong>にかけて</strong>、雨になりそうです。
六月<strong>から</strong>七月<strong>にかけて</strong>、日本は梅雨のシーズンです。
年末<strong>から</strong>年始<strong>にかけて</strong>、国へ帰るつもりです。
関東地方<strong>から</strong>東北地方<strong>にかけて</strong>台風の被害が出ています。
１２時<strong>から</strong>１時<strong>にかけて</strong>レストランは混みます。
３月中旬<strong>から</strong>４月の終わり<strong>にかけて</strong>&nbsp;、桜が見られるでしょう。
これ<strong>から</strong>年末<strong>にかけて</strong>、忙しくなるなあ。",,"<h2>〜から〜にかけて</h2><strong>[意味]</strong>
<div>""〜ぐらいから〜ぐらいまで""</div><div>範囲の始まりと終わりを表す。</div>
<strong>[接続]</strong>
N1 + から + N2 + にかけて
<strong>[JLPTレベル]</strong>
N3
<strong>[備考]</strong>
①「〜から〜まで」と違って、始まりと終わりがはっきりしていない。<br>② １回だけのことには使わない。<br>③&nbsp;「～から」を省略して使うことも可。"
N3,"<h2>〜からには</h2>１年留学する<strong>からには</strong>、英語がペラペラ話せるようになりたい。
試合に出る<strong>からには</strong>、活躍したいです。
やる<strong>からには</strong>絶対成功させてみせる。
試験を受ける<strong>からには</strong>、合格したいです。
進学塾に通わせてもらった<strong>からには</strong>、必ず第一志望の大学に合格してみせる。
必ず勝つと言った<strong>からには</strong>、最後まで諦めることはできない。
々の秘密を知られた<strong>からには</strong>&nbsp;、このまま生かしてはおけないよ。
１度引き受けた<strong>からには</strong>、最後まできちんとやってもらわないと困りますよ。
彼女の両親へ挨拶に行く<strong>からには</strong>、きちんとした格好で行かないと。
この会社で働く<strong>からには</strong>、きちんと会社のルールに従ってもらわないと。
この組織に入った<strong>からには</strong>、簡単には抜けられないよ。
このカバンは高い<strong>からには</strong>、品質が良いに違いない。",,"<h2>〜からには</h2><strong>[意味]</strong>
""〜のだから、当然・・・""<br>話し手の決意や判断などを言う時に使われる。
<strong>[接続]</strong>
V（普通形）&nbsp;+&nbsp;からには<br>イA（普通形）+ からには<br>ナAである + からには<br>Nである + からには
<strong>[JLPTレベル]</strong>
N3
<strong>[備考]</strong>
後件には意志・義務・推量・命令・断定などの表現が来る。"
