JLPTレベル,Question,Answers,Comment
N1,"<h2>〜術がない</h2>試せることは全て試したし、もうこれ以上なす<strong>術がない</strong>。
KFCのレシピは極秘なので、たとえ社員になっても知る<strong>術がない</strong>らしい。
電話番号やメールアドレスもわからないし、SNSも使っていないし、連絡する<strong>術がない</strong>。
敵は空から攻撃してくるので、我々はもう戦う<strong>術がない</strong>。",,"<h2>〜術がない</h2><strong>[意味]</strong>
〜する方法がない / 〜することができない
<strong>[接続]</strong>
V（辞書形）＋ 術がない
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
「術（すべ）」は「方法」のこと"
N1,"<h2>〜すら</h2>トムさんは１０年も日本に住んでいるのに、挨拶<strong>すら</strong>日本語でできない。
田中さんはリンさんと仲がいいのに、電話番号<strong>すら</strong>知らないそうだ。
彼は酔っ払いすぎて、まともに話すこと<strong>すら</strong>できない。
１０年以上、数学を教えている先生<strong>ですら</strong>、この問題を解けなかった。
バイクで事故を起こしてしまい、いま歩くこと<strong>すら</strong>できない状態だ。
喉が痛くて、水<strong>すら</strong>飲めない
彼は事故で記憶をなくしてしまい、妻である私の顔<strong>すら</strong>覚えていなかった。
こんな問題、小学生<strong>すら</strong>わかるよ。
彼は海外はもちろん、他の県に<strong>すら</strong>行ったことがないらしい。
今日はお客さんが多すぎて、ご飯を食べる時間<strong>すら</strong>なかった。",,"<h2>〜すら</h2><strong>[意味]</strong>
〜も / 〜さえ
<strong>[接続]</strong>
N + すら
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
①「〜さえ」と意味は同じだが、「〜すら」の方が文語的。<br>②良くないことに使うことが多い。<br>③驚きや呆れた気持ちが含まれる。"
N1,"<h2>〜そばから</h2>ジョンさん、注意した<strong>そばから</strong>間違えてるよ。
子供は洗濯した<strong>そばから</strong>、服を汚すので大変だ。
キムさんは聞いた<strong>そばから</strong>、忘れていつも同じ質問を繰り返す。
彼女は「今日からダイエットする」と言った<strong>そばから</strong>、カフェでケーキを食べていた。
部長はいつも、意見をいった<strong>そばから</strong>否定してくるので、意見があっても言いにくい。",,"<h2>〜そばから</h2><strong>[意味]</strong>
〜しても、すぐに・・・
<strong>[接続]</strong>
V（辞書形 / タ形）+ そばから
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
①よくない意味で使われることが多い。<br>②同じような場面で同じようなことを繰り返す様子を表す。つまり一回きりのことには使いにくい。<br>③話し手の不満や呆れた気持ちが含まれる。<br><br><b>ご用例<br></b>「〜そばから」は一回きりのことではなく、同じような場面で同じようなことを繰り返す様子を表すときに使うため、次のような例文は言いにくい。<br><br>❌ このスマホは買った<strong>そばから</strong>、壊れてしまった。<b><br></b>"
N1,"<h2>ただ〜のみ</h2>今は<strong>ただ</strong>みんなの無事を祈る<strong>のみ</strong>です。
<strong>ただ</strong>今は無くなった方のご冥福を祈る<strong>のみ</strong>です。
昨日の失敗は一旦忘れて、<strong>ただ</strong>次の仕事に専念する<strong>のみ</strong>だ。
明日は楽しみにしていた遠足なので、雨が降らないことを祈る<strong>のみ</strong>です。
やれることはやったので、後は<strong>ただ</strong>結果を待つ<strong>のみ</strong>だ。
過去のことは振り返らず、<b>ただ</b>前進ある<strong>のみ</strong>だ。
",,"<h2>ただ〜のみ</h2><strong>[意味]</strong>
<div>ただ〜だけ</div><div>それ以外にはないと限定して言う表現。</div>
<strong>[接続]</strong>
<div>ただ + V（辞書形） + のみ<br>ただ + イAい + のみ<br>ただ + ナである + のみ<br>ただ + N + のみ<br><br></div><div>※する動詞は「〜するのみ」の他に「〜あるのみ」という言い方もある。</div>
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
①硬い表現で書き言葉<br>②「ただ」は省略可"
N1,"<h2>〜たためしがない</h2>彼は一度も、約束の時間通りに来た<strong>ためしがない</strong>。
息子は母の日に、何かしてくれた<strong>ためしがない</strong>。
毎年、旦那が「今年は当たるかも」といって宝くじを買ってくるが、当たった<strong>ためしがない</strong>。
これまで異性にモテた<strong>ためしがない</strong>。
彼女は「明日からダイエット始める」と言って、始めた<strong>ためしがない</strong>。",,"<h2>〜たためしがない</h2><strong>[意味]</strong>
""〜という前例がない / 〜ということは一度も見たり・聞いたりしたことがない""<br>話し手の不満や驚きを表す。
<strong>[接続]</strong>
V（タ形）+ ためしがない
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
自分のことについて言えない"
N1,"<h2>〜たところで</h2>テストまであと１０分だし、今さら本やノートを見<strong>たところで</strong>何も変わらないよ。
もう絶対に間に合わないし、慌て<strong>たところで</strong>どうにもならないよ。
１日に１００個売れ<strong>たところで</strong>、利益は５００円程度だし、この商品の製造は中止せざるを得ないかなあ。
これ以上議論し<strong>たところで</strong>、まだ答えが出るテーマではないので、時間の無駄だよ。
僕なんかが告白した<strong>ところで</strong>、どうせ断られるんだろうけど、このまま何も言わずに卒業するのは嫌だ。
試験はもう終わったんだし、後悔し<strong>たところで</strong>結果は何も変わらないよ。
妻がダイエットのために欲しいって言ってる器具があるんだけど、どうせ買ってあげ<strong>たところで</strong>、すぐに使わなくなるんだろうなあ。
彼にいくら相談し<strong>たところで</strong>、無駄だからやめた方がいいよ。
怒っ<strong>たところで</strong>、何も解決しないし、まずは落ち着いて話をきこう。
どうせ彼に話し<strong>たところで</strong>分かってもらえないだろうし、他の人に聞いてもらおう。",,"<h2>〜たところで</h2><strong>[意味]</strong>
<div>いくら〜しても<br><br></div><div>前件に来ることをいくら〜しても、期待する結果が得られないことを表す。</div>
<strong>[接続]</strong>
V（タ形）+ ところで
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
① 文末には否定の形が来る。<br>②「〜てください」や「〜ましょう」といった表現と一緒には使えない。"
N1,"<h2>〜だに</h2>大きな事件が起きても、その大男とは微動<strong>だに</strong>しなかった。
宝くじで、１億円が当たるなんて夢に<strong>だに</strong>思わなかったよ。
生で見る相撲の試合がこんなにも迫力があるなんて、想像<strong>だに</strong>しなかった。
こんな事故が起きるとは想像<strong>だに</strong>しなかった。
こんな結末になるなんて、誰もが予想<strong>だに</strong>しなかった。
シード校が無名の学校に惨敗するなんて、予想<strong>だに</strong>しなかった。
将来、ロボットに仕事を奪われる時代が来るなんて、考える<strong>だに</strong>恐ろしい。
",,"<h2>〜だに</h2><strong>[意味]</strong>
〜さえ / 〜すら / 〜するだけでも<br>基本的には否定形と一緒に「〜だに〜ない」の形で使われることが多い。
<strong>[接続]</strong>
<div>V（辞書形） + だに<br>N + だに</div><div>※「夢」は例外で「夢にだに」となる。</div>
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
古い表現。"
N1,"<h2>〜だの〜だの</h2>母はもっと勉強しろ<strong>だの</strong>、遊びすぎ<strong>だの</strong>うるさい。
マークさんは授業がつまらない<strong>だの</strong>、わからない<strong>だの</strong>文句ばかりだ。
仕事が遅い<strong>だの</strong>、ミスが多い<strong>だの</strong>サボってばかりいる彼に言われると腹が立つ。
ピザ<strong>だの</strong>フライドチキン<strong>だの</strong>、いつもカロリーの高いものばかり食べているから太るんだよ。
チョコレート<strong>だの</strong>、アイスクリーム<strong>だの</strong>甘いものばかり食べてるから虫歯になるんだよ。
学校が始まると、教科書<strong>だの</strong>筆記用具<strong>だの</strong>を買わなければならず、お金がかかる。
一生結婚しない<strong>だの</strong>、海外で暮らす<strong>だの</strong>、うちの娘は本当に自分勝手だ。
中学生の息子はパソコンが欲しい<strong>だの</strong>、スマホが欲しい<strong>だの</strong>うるさい。
父は酒<strong>だの</strong>、タバコ<strong>だの</strong>が好きで、健康が心配です。
同僚の木村は給料が安い<strong>だの</strong>、仕事がつまらない<strong>だの</strong>、いつも文句ばかり言っている。
アンさんはお腹が痛い<strong>だの</strong>、風邪を引いた<strong>だの</strong>と言って授業をサボる。
人を傷つけ、陥れて、小利を稼ぐことにのみ、興味関心が向いた。そういうことにだけ知恵が回った。　義侠だの、恩義だの、忠孝だの、そういった上等なものはどうしても理解できなかった。無意味だった。",,"<h2>〜だの〜だの</h2><strong>[意味]</strong>
<div>〜や〜など<br><br></div><div>例を複数挙げて言う時に使う。</div>
<strong>[接続]</strong>
V（普通形） + だの<br>イA（普通形） + だの<br>ナA+ だの<br>N+ だの
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
① 話し言葉として使われる。<br>② 話し手の不満や非難の気持ちが含まれる。"
N1,"<h2>〜たはずみに / 〜た拍子に</h2>転んだ<strong>弾みに</strong>、頭を打ってしまった。
後ろから誰かに押された<strong>弾みで</strong>、靴が脱げてしまった。
重い荷物を持ち上げようとした<strong>弾みに</strong>、腰を痛めてしまった。
何かの<strong>拍子で</strong>、突然電気が消えた。
人とぶつかった<strong>拍子に</strong>、持っていたスマホを落としてしまった。",,"<h2>〜たはずみに / 〜た拍子に</h2><strong>[意味]</strong>
<div>〜したことで、つい・・・<br><br></div><div>ある事柄がきっかけとなって、「つい」、「うっかり」別の事柄が起こることを表す。</div>
<strong>[接続]</strong>
V（タ形）+ 弾みに<br>V（タ形）+ 拍子に
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
"
N1,"<h2>〜た分だけ・・・</h2>働いたら働い<strong>た分だけ</strong>給料がもらえるという理由で、フリーランスという働き方が注目されつつある。
早く始めたら始め<strong>た分だけ</strong>、仕事が早く終わりますよ。
言葉は話したら話し<strong>た分だけ</strong>上手になるから、もっとたくさん話しましょう。
筋トレはしたらし<strong>た分だけ</strong>、効果がある。
勉強は頑張っ<strong>た分だけ</strong>、結果としてあらわれる。
休んだら休ん<strong>だ分だけ</strong>、仕事が遅れてしまいます。
",,"<h2>〜た分だけ・・・</h2><strong>[意味]</strong>
前件の行為の程度や時間が、後件にも影響すること述べる表現。
<strong>[接続]</strong>
V（タ形）+ 分だけ
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
"
N1,"<h2>〜たまでだ / 〜たまでのことだ</h2>人として正しいことをし<strong>た</strong><strong>までだ</strong>。
お世辞じゃないよ。本当のことを言っ<strong>たまでだよ</strong>。
当然のことをし<strong>たまでなので</strong>、お礼などは要りません。
A：お母さん、どうしたの？着信履歴見たら１０件以上もあったけど。<br>B：ちょっと帰りが遅く、心配だったから電話し<strong>たまでよ</strong>。<br>A：ごめん。友達と映画見てたから電源切ってた。今から帰るね。",,"<h2>〜たまでだ / 〜たまでのことだ</h2><strong>[意味]</strong>
<div>〜しただけのことだ<br><br></div><div>「特別な意図はなく、単に〜しただけだ」と言いたい時に使う。</div>
<strong>[接続]</strong>
V（タ形）
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
"
N1,"<h2>〜たら最後 / 〜たが最後</h2>兄はゲームをし出し<strong>たら最後</strong>、ご飯も食べずに夜遅くまで部屋にこもりっきりだ。
１度削除し<strong>たが最後</strong>、元に戻せなくなるからバックアップはきちんと取っておいたほうがいいよ。
ゲーム・オブ・スローンズという海外のシリーズを見出し<strong>たら最後</strong>、続きが気になって宿題もできなくなるよ。
あの人にお金を貸し<strong>たら最後</strong>、２度と返してもらえないでしょう。
あの国へ行っ<strong>たら最後</strong>、もう２度と帰ってこれないでしょう。
校内でタバコを吸っているのが見つかっ<strong>たら最後</strong>、停学は免れないでしょう。
",,"<h2>〜たら最後 / 〜たが最後</h2><strong>[意味]</strong>
もし〜のようなことをしたら、（全てがダメになる）。
<strong>[接続]</strong>
V（タ形）+ たら最後<br>V（タ形）+ たが最後
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
「たら最後」の方が口語的"
N1,"<h2>〜たら〜たで・・・</h2>試験に落ち<strong>たら</strong>落ちた<strong>で</strong>、また来年受けるだけだ。
失敗し<strong>たら</strong>した<strong>で</strong>、もう一度チャレンジすればいい。
<div>学校に行くのは面倒だが、行っ<strong>たら</strong>行った<strong>で</strong>楽しい。</div>
時々、息子に会いたいが、会っ<strong>たら</strong>会った<strong>で</strong>うるさい
もちろん、安く買えるほうがいいが、安かっ<strong>たら</strong>安かった<strong>で</strong>少し不安になる。
恋人が欲しいが、い<strong>たら</strong>いた<strong>で</strong>自由な時間もなくなるしなあ・・・。
仕事、暇そうでいいねなんて言われますが、暇<strong>なら</strong>暇<strong>で</strong>眠くなるし、つまらないし、ストレスもたまりますよ。
反対<strong>なら</strong>反対<strong>で</strong>、きちんとその理由を述べてください。",,"<h2>〜たら〜たで・・・</h2><strong>[意味]</strong>
〜の場合は、当然・・・すべきだ / 〜の場合は、必ず・・・という結果になる
<strong>[接続]</strong>
<div>V（タ形）+ ら ＋ V（タ形） ＋ で<br>イAかったら ＋ イAかった ＋ で<br>ナAなら ＋ ナAな　＋ で<br>Nなら ＋ N&nbsp; ＋ で</div><div>※同じ単語を繰り返して使う。</div>
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
"
N1,"<h2>〜たりとも〜ない</h2>試験まであと１週間。今は１日<strong>たりとも</strong>無駄にでき<strong>ない</strong>。
あの日の出来事は今まで１日<strong>たりとも</strong>忘れたことが<strong>ない</strong>。
試合が終わるまで、１秒<strong>たりとも</strong>気を抜いてはなら<strong>ない</strong>。
１分<strong>たりとも</strong>遅刻は許し<strong>ません</strong>。
試合が終わるまで、何が起こるかわからないので、一瞬<strong>たりとも</strong>油断はでき<strong>ない</strong>。
これはみんなが寄付してくれたお金だから１円<strong>たりとも</strong>無駄にはでき<strong>ない</strong>。
私の国では水不足が深刻なので、１滴<strong>たりとも</strong>無駄にはし<strong>ません</strong>。
ジョンさんは１日<strong>たりとも</strong>学校を休んだことが<strong>ない</strong>。
ラーメンのスープは体によくないと知りつつも、つい一滴<strong>たりとも</strong>残さ<strong>ず</strong>飲んでしまう。
蟻を一匹<strong>たりとも</strong>逃さ<strong>ず</strong>駆除しました。",,"<h2>〜たりとも〜ない</h2><strong>[意味]</strong>
<div>〜も / 〜でも</div><div>前件で最小単位の語を示して、それさえも〜ないと否定する言い方。</div>
<strong>[接続]</strong>
1 + 助数詞 +&nbsp; たりとも
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
"
N1,"<h2>〜たるもの</h2>日本人<strong>たるもの</strong>、おもてなしの心を忘れてはならない。
剣士<strong>たるもの</strong>、敵に背中を見せてはならない。
医者<strong>たるもの</strong>、患者の命を優先に考えるべきだ。
政治家<strong>たるもの</strong>、発言には慎重にならなければならない。
教師<strong>たるもの</strong>、学生の見本となるような行動すべきだ。",,"<h2>〜たるもの</h2><strong>[意味]</strong>
〜の立場にあるのだから、（当然・・・）
<strong>[接続]</strong>
N + たる
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
後件には「〜なければならない」や「〜べきだ」のような判断の表現が来る。"
N1,"<h2>〜つくす</h2>もうアイデアは出<strong>つくした</strong>かなあ。他に何かある？
彼はマレーシアが大好きで、マレーシアのことなら何でも知り<strong>つくしている</strong>。
昨日は久しぶりに、朝から晩まで遊び<strong>つくした</strong>。
なんとか、セール品を全て売り<strong>つくした</strong>。
会場には熱狂的なファンで埋め<strong>つくされた</strong>。
彼は五人前はあったであろう料理を一人で食べ<strong>つくした</strong>。
今の気持ちを一言で言い<strong>つくす</strong>のは難しいですが、とにかく嬉しいです。
",,"<h2>〜つくす</h2><strong>[意味]</strong>
残らず全部〜する
<strong>[接続]</strong>
V（ます形）ます&nbsp;+ つくす
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
「つくす」の漢字は「尽くす」"
N1,"<h2>〜つ〜つ</h2>どうしても欲しいパソコンがあって、店の前を行き<strong>つ</strong>戻り<strong>つ</strong>した。
昨日のマラソン大会は抜き<strong>つ</strong>抜かれ<strong>つ</strong>の大接戦で、とても面白かった。
ジェースムは車で、敵と追い<strong>つ</strong>追われ<strong>つ</strong>のカーチェイスを繰り広げた。
僕とタカシは持ち<strong>つ</strong>持たれ<strong>つ</strong>の関係で、子供のころからお互い助け合ってきました。",,"<h2>〜つ〜つ</h2><strong>[意味]</strong>
<div>〜たり〜たり<br><br></div><div>「〜たり〜たり」の慣用的な表現で、使用場面は限られる。同一場面、同じ時間帯の中で起こっていることを表すので、次のようなのは使えない。<br><br></div><div><span style=""text-decoration-line: underline;"">誤用例：明日は勉強しつ、本を読みつするつもりだ。</span></div>
<strong>[接続]</strong>
V（ます形）+ つ、V（ます形） + つ
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
"
N1,"<h2>〜であれ〜であれ</h2>大人<strong>であれ</strong>子供<strong>であれ</strong>、ルールを破ってはいけない。
対戦相手がフランス<strong>であれ</strong>スペイン<strong>であれ</strong>、頑張れば勝てる見込みはある。
着るもの<strong>であれ</strong>食べるもの<strong>であれ</strong>無駄にしてはならない。
彼がお金持ち<strong>であれ</strong>貧乏<strong>であれ</strong>、私の気持ちが変わることはない。
オクラ<strong>であれ</strong>納豆<strong>であれ</strong>、ネバネバしたものはとにかく嫌いだ。
ギター<strong>であれ</strong>ベース<strong>であれ</strong>、キムさんは弦楽器であれば何でも上手に弾いてしまう。
車<strong>であれ</strong>電車<strong>であれ</strong>この天候では無理だろう。
",,"<h2>〜であれ〜であれ</h2><strong>[意味]</strong>
<div>〜でも〜でも・・・だ。</div><div>例を挙げて、「どちらの場合でも・・・だ」と言いたい時に使う。</div>
<strong>[接続]</strong>
N1 + であれ + N2 + であれ
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
"
N1,"<h2>〜てからというもの</h2>日本に来<strong>てからというもの</strong>、私の国の料理を食べていない。
出産し<strong>てからというもの</strong>、お酒を飲まなくなった。
彼女ができ<strong>てからというもの</strong>、お洒落を気にするようになった。
今年に入っ<strong>てからというもの</strong>、風をひいたり、インフルエンザにかかったり、よくないことが続いている。
田中さんが部長になっ<strong>てからというもの</strong>、部署の雰囲気がよくなった。
ミニマリストの本を読ん<strong>でからというもの</strong>、あまり物を買わなくなった。
ジョギングを始め<strong>てからというもの</strong>、とても体調がいい。
タバコとお酒をやめ<strong>てからというもの</strong>、体調がいい。
息子は退職し<strong>てからというもの</strong>、新しい仕事も探さず、家でずっとゴロゴロしている。
一人暮らしを始め<strong>てからというもの</strong>、ファストフードやインスタント食品ばかり食べている。",,"<h2>〜てからというもの</h2><strong>[意味]</strong>
<div>〜てからずっと</div><div>ある行動がきっかけとなって、何か大きな変化があったことを述べる表現</div>
<strong>[接続]</strong>
V（て形）+ からというもの
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
"
N1,"<h2>〜ではあるまいし / 〜でもあるまいし</h2>子供<strong>じゃあるまいし</strong>、それぐらい自分でやりなさい。
神様<strong>じゃあるまいし</strong>、未来のことなんて誰にもわからないよ。
東大生<strong>でもあるまいし</strong>、そんな難しい問題、僕にはわからないよ。
新人<strong>でもあるまいし</strong>、それぐらい自分で調べたら？
たった６ヶ月だろ。一生会えないわけ<strong>じゃあるまいし</strong>、そんな悲しそうな顔するなよ。
漫画<strong>じゃあるまいし</strong>、そんなことできるわけないだろ。
",,"<h2>〜ではあるまいし / 〜でもあるまいし</h2><strong>[意味]</strong>
〜ではないのだから、当然・・・
<strong>[接続]</strong>
N +　ではあるまいし
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
①話し言葉。公式な文章では使わない。<br>②もう少しカジュアルにいう場合は「〜じゃあるまいし」<br>③後件では話し手の判断は主張、相手に対する助言などが来ることが多い。"
N1,"<h2>〜手前（てまえ）</h2>熱があるから学校を休むと言ってしまった<strong>手前</strong>、外に出て誰かに見られてはまずい。
おまかせしますと言った<strong>手前</strong>、友達の買ってきた弁当が嫌とは言えなかった。
自分から誘ってしまった<strong>手前</strong>、今さらやっぱりやめておこうとは言えない。
実習生が見ている<strong>手前</strong>、あたふたした姿を見せることはできない。しっかり授業に備えて教案を準備しておこう。
彼女の<strong>手前</strong>、試合で無様な姿を見せることはできない。
夫がCanonに勤めている<strong>手前</strong>、他社のカメラが欲しいなんて言えない。
アパレルの会社で働いている<strong>手前</strong>、常にファッションには気をつかっている。
参加すると言ってしまった<strong>手前</strong>、今さら飲み会をキャンセルなんてできない。",,"<h2>〜手前（てまえ）</h2><strong>[意味]</strong>
①〜という立場・状況なので、（・・・するしかない）<br>②〜の前なので、<br><br>・「〜という状況や立場からなので、・・・するほか選択肢がない」と言いたい時に使う。<br>・話し手の第三者に対する態度を意識した表現。後件には主観的な文が来ることが多い。
<strong>[接続]</strong>
<div>V（辞書形 / タ形 / テイル形） てまえ<br>Nの + てまえ</div><div>Nは人に関する単語が来る</div>
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
"
N1,"<h2>〜てやまない</h2>地震や津波の被害に遭われかたが早くもとの生活に戻れるよう願っ<strong>てやみません</strong>。
ご結婚おめでとうございます。お二人の幸せを願っ<strong>てやみません</strong>。
これからの皆さんの活躍を願っ<strong>てやみません</strong>。
見てこの写真。私が愛し<strong>てやまない</strong>ペットのミケちゃん。可愛いでしょう？
このクラスの大半が幽霊は存在すると信じ<strong>てやみません</strong>。",,"<h2>〜てやまない</h2><strong>[意味]</strong>
<div>すごく〜ている / 心から〜ている</div><div>話し手の気持ちが強く、ずっと〜している、思っていると言う時に使う。</div>
<strong>[接続]</strong>
V（テ形）+ やまない
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
接続する動詞は「愛する、願う、信じる、祈る」など限定的"
N1,"<h2>〜と相まって / 〜が相まって</h2>このエビチリはエビの甘さとソースの辛さが<strong>相まって</strong>、とても美味しいです。
青い空と湖が<strong>相まって</strong>、富士山がとても美しいです。
お化けがでると言われているこの屋敷は、濃い霧<strong>と相まって</strong>、不気味な雰囲気に包まれていた。",,"<h2>〜と相まって / 〜が相まって</h2><strong>[意味]</strong>
<div>〜が影響して、より・・・</div><div>「ある物や事柄がプラスされ、より一層効果が得られる」という意味</div>
<strong>[接続]</strong>
N + と相まって
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
"
N1,"<h2>〜とあれば</h2>生きるため<strong>とあれば</strong>、罪を犯しても良いものでしょうか。
私は愛する妻や息子のため<strong>とあれば</strong>、何でもする。
命が助かる<strong>とあれば</strong>、いくらでも払います。
金のため<strong>とあれば</strong>、彼は友達さえも裏切る。
親友の頼み<strong>とあれば</strong>、仕方がない。手伝ってあげるよ。
そう<strong>とあれば</strong>善は急げだ。早速取り掛かろう。
",,"<h2>〜とあれば</h2><strong>[意味]</strong>
<div>〜なら&nbsp;</div><div>前件なら、後件の内容が起こるのはやむ終えない、仕方がないと言いたい時に使う。</div>
<strong>[接続]</strong>
V（普通形）+ とあれば<br>イA（普通形）+ とあれば<br>ナA + とあれば<br>N + とあれば
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
"
N1,"<h2>〜といい〜といい</h2>彼は顔<strong>といい</strong>性格<strong>といい</strong>、全てがパーフェクトだ。
デザイン<strong>といい</strong>性能<strong>といい</strong>、i-Phoneは最高のスマホだ。
このホテルは部屋<strong>といい</strong>サービス<strong>といい</strong>、とても素晴らしい。
このレストランは、料理の味<strong>といい</strong>値段<strong>といい</strong>、文句のつけようがない。
田中<strong>といい</strong>山田<strong>といい</strong>、この会社の男性社員は頼りないやつばかりだ 。
トムさんは目<strong>といい</strong>鼻<strong>といい</strong>、お父さんにそっくりですね。
課長<strong>といい</strong>部長<strong>といい</strong>、この会社は古い考え方を持つ上司が多い。
息子<strong>といい</strong>娘<strong>といい、</strong>遊んでばかりで全然勉強しない。
この歌は歌詞<strong>といい</strong>メロディー<strong>といい</strong>、素晴らしいので毎日聴いています。
マレーシアは物価<strong>といい</strong>治安<strong>といい</strong>、海外移住するならここがいいな。",,"<h2>〜といい〜といい</h2><strong>[意味]</strong>
<div>〜も〜も / 〜だけでなく〜も</div><div>目立つ点を挙げて、述べる表現で、人や物を評価するときに使われる。</div>
<strong>[接続]</strong>
N1 + といい + N2 + といい
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
"
N1,"<h2>〜といえども</h2>いくら生きるため<strong>といえども</strong>、人の物を盗むのは良くない。
いくら安い<strong>といえども</strong>、偽物であれば欲しいとは思わない。
未成年<strong>といえども</strong>、罪を犯したのであれば償うべきだ。
プロのギタリスト<strong>といえども、</strong>ミスをすることはあり得る。
たった１０円<strong>といえども</strong>、粗末にしてはならない。
会社の社長<strong>といえども</strong>、簡単には社員を首にすることはできない。
彼は大学を中退した<strong>といえども</strong>、今では大企業の社長として立派に働いている。
会社を作った<strong>といえども</strong>、まだ社員が二人だけなので、会社と言えるかどうか・・・。
外国人<strong>といえども</strong>、日本に住んでいるのだから、日本の法律は守らなければならない。",,"<h2>〜といえども</h2><strong>[意味]</strong>
たとえ〜であっても / いくら〜でも
<strong>[接続]</strong>
V（普通形）+ といえども<br>イA（普通形）+ といえども<br>ナA（普通形）+ といえども<br>N（普通形） + といえども<br><br>※「ナAだ」、「Nだ」の「だ」は省略可
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
硬い表現"
N1,"<h2>〜というもの</h2>ここ１週間<strong>というもの</strong>、お金がなくてちゃんとしたご飯を食べていない。
この１週間<strong>というもの</strong>、納期が近いので残業が続いている。
システムトラブル対応で、ここ３日<strong>というもの</strong>、ろくに寝ていない。
マークさんはここ１ヶ月<strong>というもの</strong>、ずっと会社を休んでいる。
この４０年<strong>というもの</strong>、私は家族のために、会社のために毎日一生懸命働いてきた。",,"<h2>〜というもの</h2><strong>[意味]</strong>
〜の間ずっと
<strong>[接続]</strong>
N + というもの<br>Nの前に「ここ」や「この」が来ることが多い。
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
"
N1,"<h2>〜ときたら</h2>私の旦那<strong>ときたら</strong>、休みの日なのに家でゴロゴロしているのよ。子供たちも退屈そうだし、どこかに連れていって欲しいわ。
うちの子<strong>ときたら</strong>、毎日ゲームばかりで全然勉強しないのよ。本当に困るわ。
私の彼氏<strong>ときたら</strong>、記念日を忘れて友達と遊びに行ったんだよ。本当に信じられない。
最近の若者<strong>ときたら</strong>、きちんと挨拶ができない人も多い。
最近のネットの情報<strong>ときたら</strong>、嘘か本当かわからない情報ばかりだ。
最近のテレビ<strong>ときたら</strong>、似たような番組ばかりでつまらない。
最近のYouTube<strong>ときたら</strong>、お金稼ぎのためにバカなことをする人が増えて見ていて不快だ。
",,"<h2>〜ときたら</h2><strong>[意味]</strong>
""〜について言うと""<br><strong>話し手の不満や非難の気持ちを言う時によく使われる。</strong>
<strong>[接続]</strong>
N + ときたら
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
"
N1,"<h2>〜ところ（を）</h2>先生、お忙しい<strong>ところ</strong>すみません。ちょっと教えていただきたいことがあるんですが。
田中くん、休んでいる<strong>ところ</strong>悪いんだけど、この書類、誤字があったから訂正してくれる？
本日はお忙しい<strong>ところ</strong>、お時間を割いていただき、ありがとうございました。
ただ今、人身事故による影響で電車が遅れております。お急ぎの<strong>ところ</strong>申し訳ございません。",,"<h2>〜ところ（を）</h2><strong>[意味]</strong>
<div>〜のに / 〜という状況なのに</div><div>相手の状況を配慮した表現。</div>
<strong>[接続]</strong>
普通形 + ところ（を）
<strong>[JLPTレベル]</strong>
N1
<strong>[備考]</strong>
"
